model_name,scenario_name,is_balanced,feature_selection,param_grid,best_params,accuracy,accuracy_ci_lower,accuracy_ci_upper,precision,precision_ci_lower,precision_ci_upper,recall,recall_ci_lower,recall_ci_upper,f1_score,f1_score_ci_lower,f1_score_ci_upper
RandomForest,Smart Correlated,False,Smart Correlated,"[{'clf__n_estimators': [157, 500, 1000], 'clf__criterion': ['gini', 'entropy'], 'clf__max_depth': [20.0, 200.0, 2000.0], 'clf__max_features': [2, 5, 8]}]","{'clf__n_estimators': 157, 'clf__criterion': 'entropy', 'clf__max_depth': 200.0, 'clf__max_features': 5}",0.9794118798531777,0.9776459752449626,0.9811777844613928,0.9284738059253501,0.9153370154858276,0.9416105963648727,0.8394141553561842,0.8203447046604782,0.8584836060518903,0.8808880179313023,0.8698423449347872,0.8919336909278175
