model_name,scenario_name,is_balanced,feature_selection,param_grid,best_params,accuracy,accuracy_ci_lower,accuracy_ci_upper,precision,precision_ci_lower,precision_ci_upper,recall,recall_ci_lower,recall_ci_upper,f1_score,f1_score_ci_lower,f1_score_ci_upper
Naive Bayes,PCA,False,PCA,"[{'clf__var_smoothing': [1e-09, 1e-05, 0.001, 0.01, 0.1]}]",{'clf__var_smoothing': 0.01},0.9284802511716379,0.9087786587881783,0.948181843555097,0.6193204804640761,0.5293019263815749,0.7093390345465772,0.7128862817268614,0.6527541626089404,0.7730184008447822,0.6523286561628426,0.5943234427167009,0.7103338696089844
