model_name,scenario_name,is_balanced,feature_selection,param_grid,best_params,accuracy,accuracy_ci_lower,accuracy_ci_upper,precision,precision_ci_lower,precision_ci_upper,recall,recall_ci_lower,recall_ci_upper,f1_score,f1_score_ci_lower,f1_score_ci_upper
Naive Bayes,Smart Correlated,False,Smart Correlated,"[{'clf__var_smoothing': [1e-09, 1e-05, 0.001, 0.01, 0.1]}]",{'clf__var_smoothing': 0.001},0.9399582462801058,0.9357025369986804,0.9442139555615312,0.6734445224713275,0.6506824633537363,0.6962065815889187,0.7458086036346906,0.7219535522206302,0.7696636550487512,0.69561380453932,0.6786579071297902,0.7125697019488497
